Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Even though they are speaking in hushed voices , Vernon eavesdrops on some of their conversation , which includes a mention of '' the Potter and Harry . ''","['they', 'voices', 'Vernon', 'conversation', 'Potter', 'Harry']","['they:speaking', 'voices:speaking', 'Vernon:eavesdrops', 'conversation:some', 'Potter:mention', 'Harry:mention']",['mention'],['mention:includes'],0.0,"[(('eavesdrops', 'VBZ'), 'advcl', ('speaking', 'VBG')), (('speaking', 'VBG'), 'advmod', ('Even', 'RB')), (('speaking', 'VBG'), 'mark', ('though', 'IN')), (('speaking', 'VBG'), 'nsubj', ('they', 'PRP')), (('speaking', 'VBG'), 'aux', ('are', 'VBP')), (('speaking', 'VBG'), 'nmod', ('voices', 'NNS')), (('voices', 'NNS'), 'case', ('in', 'IN')), (('voices', 'NNS'), 'amod', ('hushed', 'JJ')), (('eavesdrops', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('eavesdrops', 'VBZ'), 'nmod', ('some', 'DT')), (('some', 'DT'), 'case', ('on', 'IN')), (('some', 'DT'), 'nmod', ('conversation', 'NN')), (('conversation', 'NN'), 'case', ('of', 'IN')), (('conversation', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('conversation', 'NN'), 'acl:relcl', ('includes', 'VBZ')), (('includes', 'VBZ'), 'nsubj', ('which', 'WDT')), (('includes', 'VBZ'), 'dobj', ('mention', 'NN')), (('mention', 'NN'), 'det', ('a', 'DT')), (('mention', 'NN'), 'nmod', ('Potter', 'NNP')), (('Potter', 'NNP'), 'case', ('of', 'IN')), (('Potter', 'NNP'), 'det', ('the', 'DT')), (('Potter', 'NNP'), 'cc', ('and', 'CC')), (('Potter', 'NNP'), 'conj', ('Harry', 'NNP'))]"
"Vernon finds this horrifying , because James and Harry are the family of Lily .","['Vernon', 'James', 'Harry', 'Lily']","['Vernon:finds', 'James:family', 'Harry:family', 'Lily:family']",[],[],-0.657,"[(('finds', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('finds', 'VBZ'), 'dobj', ('horrifying', 'JJ')), (('horrifying', 'JJ'), 'det', ('this', 'DT')), (('finds', 'VBZ'), 'advcl', ('family', 'NN')), (('family', 'NN'), 'mark', ('because', 'IN')), (('family', 'NN'), 'nsubj', ('James', 'NNP')), (('James', 'NNP'), 'cc', ('and', 'CC')), (('James', 'NNP'), 'conj', ('Harry', 'NNP')), (('family', 'NN'), 'cop', ('are', 'VBP')), (('family', 'NN'), 'det', ('the', 'DT')), (('family', 'NN'), 'nmod', ('Lily', 'NNP')), (('Lily', 'NNP'), 'case', ('of', 'IN'))]"
"Vernon and Petunia will be embarrassed if people find out that Vernon and Petunia are related to James, Harry and Lily , as James and Lily are very strange , in Vernon and Petunia 's opinion .","['Vernon', 'Petunia', 'Petunia', 'opinion', 'people', 'James', 'Harry', 'Lily', 'Lily', 'James', 'Harry', 'Lily', 'Lily', 'Vernon', 'Petunia', 'Petunia', 'opinion']","['Vernon:embarrassed', 'Petunia:embarrassed', 'Petunia:embarrassed', 'opinion:embarrassed', 'people:find', 'James:related', 'Harry:related', 'Lily:related', 'Lily:related', 'James:strange', 'Harry:strange', 'Lily:strange', 'Lily:strange', 'Vernon:strange', 'Petunia:strange', 'Petunia:strange', 'opinion:strange']","['Vernon', 'Petunia', 'Petunia', 'opinion']","['Vernon:related', 'Petunia:related', 'Petunia:related', 'opinion:related']",-0.5563,"[(('embarrassed', 'JJ'), 'nsubj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('embarrassed', 'JJ'), 'aux', ('will', 'MD')), (('embarrassed', 'JJ'), 'cop', ('be', 'VB')), (('embarrassed', 'JJ'), 'advcl', ('find', 'VBP')), (('find', 'VBP'), 'mark', ('if', 'IN')), (('find', 'VBP'), 'nsubj', ('people', 'NNS')), (('find', 'VBP'), 'compound:prt', ('out', 'RP')), (('find', 'VBP'), 'ccomp', ('related', 'VBN')), (('related', 'VBN'), 'mark', ('that', 'IN')), (('related', 'VBN'), 'nsubjpass', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('related', 'VBN'), 'auxpass', ('are', 'VBP')), (('related', 'VBN'), 'nmod', ('James', 'NNP')), (('James', 'NNP'), 'case', ('to', 'TO')), (('James', 'NNP'), 'conj', ('Harry', 'NNP')), (('James', 'NNP'), 'cc', ('and', 'CC')), (('James', 'NNP'), 'conj', ('Lily', 'NNP')), (('embarrassed', 'JJ'), 'advcl', ('strange', 'JJ')), (('strange', 'JJ'), 'mark', ('as', 'IN')), (('strange', 'JJ'), 'nsubj', ('James', 'NNP')), (('James', 'NNP'), 'cc', ('and', 'CC')), (('James', 'NNP'), 'conj', ('Lily', 'NNP')), (('strange', 'JJ'), 'cop', ('are', 'VBP')), (('strange', 'JJ'), 'advmod', ('very', 'RB')), (('strange', 'JJ'), 'nmod', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', ('in', 'IN')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('opinion', 'NN')), (('opinion', 'NN'), 'nmod:poss', ('Petunia', 'NNP')), (('Petunia', 'NNP'), 'case', (""'s"", 'POS'))]"
"When Vernon leaves Vernon 's workplace at the end of the day , Vernon bumps into a very small , cloaked man , who tells Vernon that someone named `` Tom '' has been defeated , and that even Muggles like Vernon should be celebrating .","['Vernon', 'end', 'day', 'Vernon', 'man', 'someone', 'Vernon']","['Vernon:leaves', 'end:workplace', 'day:end', 'Vernon:bumps', 'man:bumps', 'someone:named', 'Vernon:Muggles']","['workplace', 'Vernon', 'Tom']","['workplace:leaves', 'Vernon:tells', 'Tom:defeated']",0.4767,"[(('bumps', 'VBZ'), 'advcl', ('leaves', 'VBZ')), (('leaves', 'VBZ'), 'advmod', ('When', 'WRB')), (('leaves', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('leaves', 'VBZ'), 'dobj', ('workplace', 'NN')), (('workplace', 'NN'), 'nmod:poss', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', (""'s"", 'POS')), (('workplace', 'NN'), 'nmod', ('end', 'NN')), (('end', 'NN'), 'case', ('at', 'IN')), (('end', 'NN'), 'det', ('the', 'DT')), (('end', 'NN'), 'nmod', ('day', 'NN')), (('day', 'NN'), 'case', ('of', 'IN')), (('day', 'NN'), 'det', ('the', 'DT')), (('bumps', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('bumps', 'VBZ'), 'nmod', ('man', 'NN')), (('man', 'NN'), 'case', ('into', 'IN')), (('man', 'NN'), 'det', ('a', 'DT')), (('man', 'NN'), 'amod', ('cloaked', 'JJ')), (('cloaked', 'JJ'), 'advmod', ('very', 'RB')), (('cloaked', 'JJ'), 'amod', ('small', 'JJ')), (('man', 'NN'), 'acl:relcl', ('tells', 'VBZ')), (('tells', 'VBZ'), 'nsubj', ('who', 'WP')), (('tells', 'VBZ'), 'dobj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'dep', ('named', 'VBD')), (('named', 'VBD'), 'mark', ('that', 'IN')), (('named', 'VBD'), 'nsubj', ('someone', 'NN')), (('named', 'VBD'), 'ccomp', ('defeated', 'VBN')), (('defeated', 'VBN'), 'nsubjpass', ('Tom', 'NNP')), (('defeated', 'VBN'), 'aux', ('has', 'VBZ')), (('defeated', 'VBN'), 'auxpass', ('been', 'VBN')), (('named', 'VBD'), 'cc', ('and', 'CC')), (('named', 'VBD'), 'conj', ('celebrating', 'VBG')), (('celebrating', 'VBG'), 'mark', ('that', 'IN')), (('celebrating', 'VBG'), 'nsubj', ('Muggles', 'NNPS')), (('Muggles', 'NNPS'), 'advmod', ('even', 'RB')), (('Muggles', 'NNPS'), 'nmod', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', ('like', 'IN')), (('celebrating', 'VBG'), 'aux', ('should', 'MD')), (('celebrating', 'VBG'), 'aux', ('be', 'VB'))]"
"Vernon does n't know what a Muggle is , but is offended that the man called Vernon one .","['Vernon', 'Muggle', 'man']","['Vernon:know', 'Muggle:is', 'man:called']",['Vernon'],['Vernon:called'],-0.3612,"[(('know', 'VB'), 'nsubj', ('Vernon', 'NNP')), (('know', 'VB'), 'aux', ('does', 'VBZ')), (('know', 'VB'), 'neg', (""n't"", 'RB')), (('know', 'VB'), 'ccomp', ('is', 'VBZ')), (('is', 'VBZ'), 'dobj', ('what', 'WP')), (('is', 'VBZ'), 'nsubj', ('Muggle', 'NNP')), (('Muggle', 'NNP'), 'det', ('a', 'DT')), (('is', 'VBZ'), 'cc', ('but', 'CC')), (('is', 'VBZ'), 'conj', ('offended', 'VBN')), (('offended', 'VBN'), 'auxpass', ('is', 'VBZ')), (('offended', 'VBN'), 'ccomp', ('called', 'VBD')), (('called', 'VBD'), 'mark', ('that', 'IN')), (('called', 'VBD'), 'nsubj', ('man', 'NN')), (('man', 'NN'), 'det', ('the', 'DT')), (('called', 'VBD'), 'dobj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'nummod', ('one', 'CD'))]"
"That night , when Vernon arrives at home , Vernon turns on the news and becomes suspicious when the newsman states that owls have been seen everywhere earlier in the day , and that fireworks have been spotted in Kent .","['Vernon', 'home', 'Vernon', 'news', 'newsman', 'day', 'Kent']","['Vernon:arrives', 'home:arrives', 'Vernon:turns', 'news:turns', 'newsman:states', 'day:seen', 'Kent:spotted']","['owls', 'fireworks']","['owls:seen', 'fireworks:spotted']",-0.3612,"[(('turns', 'VBZ'), 'nmod:tmod', ('night', 'NN')), (('night', 'NN'), 'det', ('That', 'DT')), (('turns', 'VBZ'), 'advcl', ('arrives', 'VBZ')), (('arrives', 'VBZ'), 'advmod', ('when', 'WRB')), (('arrives', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('arrives', 'VBZ'), 'nmod', ('home', 'NN')), (('home', 'NN'), 'case', ('at', 'IN')), (('turns', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('turns', 'VBZ'), 'nmod', ('news', 'NN')), (('news', 'NN'), 'case', ('on', 'IN')), (('news', 'NN'), 'det', ('the', 'DT')), (('turns', 'VBZ'), 'cc', ('and', 'CC')), (('turns', 'VBZ'), 'conj', ('becomes', 'VBZ')), (('becomes', 'VBZ'), 'xcomp', ('suspicious', 'JJ')), (('suspicious', 'JJ'), 'ccomp', ('states', 'VBZ')), (('states', 'VBZ'), 'advmod', ('when', 'WRB')), (('states', 'VBZ'), 'nsubj', ('newsman', 'NN')), (('newsman', 'NN'), 'det', ('the', 'DT')), (('states', 'VBZ'), 'ccomp', ('seen', 'VBN')), (('seen', 'VBN'), 'mark', ('that', 'IN')), (('seen', 'VBN'), 'nsubjpass', ('owls', 'NNS')), (('seen', 'VBN'), 'aux', ('have', 'VBP')), (('seen', 'VBN'), 'auxpass', ('been', 'VBN')), (('seen', 'VBN'), 'advmod', ('earlier', 'RBR')), (('earlier', 'RBR'), 'advmod', ('everywhere', 'RB')), (('seen', 'VBN'), 'nmod', ('day', 'NN')), (('day', 'NN'), 'case', ('in', 'IN')), (('day', 'NN'), 'det', ('the', 'DT')), (('seen', 'VBN'), 'cc', ('and', 'CC')), (('seen', 'VBN'), 'conj', ('spotted', 'VBN')), (('spotted', 'VBN'), 'mark', ('that', 'IN')), (('spotted', 'VBN'), 'nsubjpass', ('fireworks', 'NNS')), (('spotted', 'VBN'), 'aux', ('have', 'VBP')), (('spotted', 'VBN'), 'auxpass', ('been', 'VBN')), (('spotted', 'VBN'), 'nmod', ('Kent', 'NNP')), (('Kent', 'NNP'), 'case', ('in', 'IN'))]"
"Vernon asks Petunia if Petunia and Lily have been in touch , but Petunia becomes angry and denies it as Petunia does not like to talk about Lily .","['Vernon', 'Petunia', 'Lily', 'Petunia', 'Lily', 'Petunia', 'Lily', 'Lily']","['Vernon:asks', 'Petunia:touch', 'Lily:touch', 'Petunia:becomes', 'Lily:becomes', 'Petunia:like', 'Lily:like', 'Lily:talk']","['Petunia', 'Lily', 'it']","['Petunia:asks', 'Lily:asks', 'it:denies']",-0.896,"[(('asks', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('asks', 'VBZ'), 'dobj', ('Petunia', 'NNP')), (('asks', 'VBZ'), 'advcl', ('touch', 'NN')), (('touch', 'NN'), 'mark', ('if', 'IN')), (('touch', 'NN'), 'nsubj', ('Petunia', 'NNP')), (('Petunia', 'NNP'), 'cc', ('and', 'CC')), (('Petunia', 'NNP'), 'conj', ('Lily', 'NNP')), (('touch', 'NN'), 'aux', ('have', 'VBP')), (('touch', 'NN'), 'cop', ('been', 'VBN')), (('touch', 'NN'), 'case', ('in', 'IN')), (('asks', 'VBZ'), 'cc', ('but', 'CC')), (('asks', 'VBZ'), 'conj', ('becomes', 'VBZ')), (('becomes', 'VBZ'), 'nsubj', ('Petunia', 'NNP')), (('becomes', 'VBZ'), 'xcomp', ('angry', 'JJ')), (('becomes', 'VBZ'), 'cc', ('and', 'CC')), (('becomes', 'VBZ'), 'conj', ('denies', 'VBZ')), (('denies', 'VBZ'), 'dobj', ('it', 'PRP')), (('denies', 'VBZ'), 'advcl', ('like', 'VB')), (('like', 'VB'), 'mark', ('as', 'IN')), (('like', 'VB'), 'nsubj', ('Petunia', 'NNP')), (('like', 'VB'), 'aux', ('does', 'VBZ')), (('like', 'VB'), 'neg', ('not', 'RB')), (('like', 'VB'), 'xcomp', ('talk', 'VB')), (('talk', 'VB'), 'mark', ('to', 'TO')), (('talk', 'VB'), 'nmod', ('Lily', 'NNP')), (('Lily', 'NNP'), 'case', ('about', 'IN'))]"
"When Vernon and Petunia go to bed , a long bearded old man in a purple cloak appears out of nowhere outside of their home .","['Vernon', 'Petunia', 'bed', 'man', 'cloak', 'home']","['Vernon:go', 'Petunia:go', 'bed:go', 'man:appears', 'cloak:man', 'home:outside']",[],[],0.0,"[(('appears', 'VBZ'), 'advcl', ('go', 'VBP')), (('go', 'VBP'), 'advmod', ('When', 'WRB')), (('go', 'VBP'), 'nsubj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('go', 'VBP'), 'nmod', ('bed', 'NN')), (('bed', 'NN'), 'case', ('to', 'TO')), (('appears', 'VBZ'), 'nsubj', ('man', 'NN')), (('man', 'NN'), 'det', ('a', 'DT')), (('man', 'NN'), 'amod', ('long', 'JJ')), (('man', 'NN'), 'amod', ('bearded', 'JJ')), (('man', 'NN'), 'amod', ('old', 'JJ')), (('man', 'NN'), 'nmod', ('cloak', 'NN')), (('cloak', 'NN'), 'case', ('in', 'IN')), (('cloak', 'NN'), 'det', ('a', 'DT')), (('cloak', 'NN'), 'amod', ('purple', 'JJ')), (('appears', 'VBZ'), 'compound:prt', ('out', 'RP')), (('appears', 'VBZ'), 'advcl', ('outside', 'JJ')), (('outside', 'JJ'), 'case', ('of', 'IN')), (('outside', 'JJ'), 'advmod', ('nowhere', 'RB')), (('outside', 'JJ'), 'nmod', ('home', 'NN')), (('home', 'NN'), 'case', ('of', 'IN')), (('home', 'NN'), 'nmod:poss', ('their', 'PRP$'))]"
"The man , Albus , syphons all of the light from the street lamps with Albus 's Deluminator , then meets with the cat that Vernon had seen earlier that morning , who transforms into a whisky old woman named Minerva .","['man', 'light', 'lamps', 'Deluminator', 'cat', 'Vernon', 'woman']","['man:syphons', 'light:all', 'lamps:light', 'Deluminator:lamps', 'cat:meets', 'Vernon:seen', 'woman:transforms']",['Minerva'],['Minerva:named'],0.0,"[(('syphons', 'VBZ'), 'nsubj', ('man', 'NN')), (('man', 'NN'), 'det', ('The', 'DT')), (('man', 'NN'), 'appos', ('Albus', 'NNP')), (('syphons', 'VBZ'), 'dobj', ('all', 'DT')), (('all', 'DT'), 'nmod', ('light', 'NN')), (('light', 'NN'), 'case', ('of', 'IN')), (('light', 'NN'), 'det', ('the', 'DT')), (('light', 'NN'), 'nmod', ('lamps', 'NNS')), (('lamps', 'NNS'), 'case', ('from', 'IN')), (('lamps', 'NNS'), 'det', ('the', 'DT')), (('lamps', 'NNS'), 'compound', ('street', 'NN')), (('lamps', 'NNS'), 'nmod', ('Deluminator', 'NN')), (('Deluminator', 'NN'), 'case', ('with', 'IN')), (('Deluminator', 'NN'), 'nmod:poss', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', (""'s"", 'POS')), (('light', 'NN'), 'dep', ('meets', 'VBZ')), (('meets', 'VBZ'), 'advmod', ('then', 'RB')), (('meets', 'VBZ'), 'nmod', ('cat', 'NN')), (('cat', 'NN'), 'case', ('with', 'IN')), (('cat', 'NN'), 'det', ('the', 'DT')), (('cat', 'NN'), 'dep', ('seen', 'VBN')), (('seen', 'VBN'), 'mark', ('that', 'IN')), (('seen', 'VBN'), 'nsubj', ('Vernon', 'NNP')), (('seen', 'VBN'), 'aux', ('had', 'VBD')), (('seen', 'VBN'), 'nmod:tmod', ('morning', 'NN')), (('morning', 'NN'), 'advmod', ('earlier', 'RBR')), (('morning', 'NN'), 'det', ('that', 'DT')), (('light', 'NN'), 'acl:relcl', ('transforms', 'VBZ')), (('transforms', 'VBZ'), 'nsubj', ('who', 'WP')), (('transforms', 'VBZ'), 'nmod', ('woman', 'NN')), (('woman', 'NN'), 'case', ('into', 'IN')), (('woman', 'NN'), 'det', ('a', 'DT')), (('woman', 'NN'), 'amod', ('whisky', 'JJ')), (('woman', 'NN'), 'amod', ('old', 'JJ')), (('woman', 'NN'), 'acl', ('named', 'VBN')), (('named', 'VBN'), 'dobj', ('Minerva', 'NNP'))]"
"Albus and Minerva quietly speak about the deaths of James and Lily at the hands of someone called `` Tom '' at the Potter cottage in the West Country village of Godric 's Hollow , and how Harry has miraculously survived the attack .","['Albus', 'Minerva', 'deaths', 'James', 'Lily', 'hands', 'someone', 'cottage', 'village', 'Hollow', 'Harry']","['Albus:speak', 'Minerva:speak', 'deaths:called', 'James:deaths', 'Lily:deaths', 'hands:deaths', 'someone:hands', 'cottage:Tom', 'village:called', 'Hollow:village', 'Harry:survived']","['Tom', 'attack']","['Tom:called', 'attack:survived']",0.0516,"[(('speak', 'VBP'), 'nsubj', ('Albus', 'NNP')), (('Albus', 'NNP'), 'cc', ('and', 'CC')), (('Albus', 'NNP'), 'conj', ('Minerva', 'NNP')), (('speak', 'VBP'), 'advmod', ('quietly', 'RB')), (('speak', 'VBP'), 'advcl', ('called', 'VBD')), (('called', 'VBD'), 'mark', ('about', 'IN')), (('called', 'VBD'), 'nsubj', ('deaths', 'NNS')), (('deaths', 'NNS'), 'det', ('the', 'DT')), (('deaths', 'NNS'), 'nmod', ('James', 'NNP')), (('James', 'NNP'), 'case', ('of', 'IN')), (('James', 'NNP'), 'cc', ('and', 'CC')), (('James', 'NNP'), 'conj', ('Lily', 'NNP')), (('deaths', 'NNS'), 'nmod', ('hands', 'NNS')), (('hands', 'NNS'), 'case', ('at', 'IN')), (('hands', 'NNS'), 'det', ('the', 'DT')), (('hands', 'NNS'), 'nmod', ('someone', 'NN')), (('someone', 'NN'), 'case', ('of', 'IN')), (('called', 'VBD'), 'dobj', ('Tom', 'NNP')), (('Tom', 'NNP'), 'nmod', ('cottage', 'NN')), (('cottage', 'NN'), 'case', ('at', 'IN')), (('cottage', 'NN'), 'det', ('the', 'DT')), (('cottage', 'NN'), 'compound', ('Potter', 'NNP')), (('called', 'VBD'), 'nmod', ('village', 'NN')), (('village', 'NN'), 'case', ('in', 'IN')), (('village', 'NN'), 'det', ('the', 'DT')), (('village', 'NN'), 'compound', ('West', 'NNP')), (('village', 'NN'), 'compound', ('Country', 'NNP')), (('village', 'NN'), 'nmod', ('Hollow', 'NNP')), (('Hollow', 'NNP'), 'case', ('of', 'IN')), (('Hollow', 'NNP'), 'nmod:poss', ('Godric', 'NNP')), (('Godric', 'NNP'), 'case', (""'s"", 'POS')), (('called', 'VBD'), 'cc', ('and', 'CC')), (('called', 'VBD'), 'conj', ('survived', 'VBN')), (('survived', 'VBN'), 'advmod', ('how', 'WRB')), (('survived', 'VBN'), 'nsubj', ('Harry', 'NNP')), (('survived', 'VBN'), 'aux', ('has', 'VBZ')), (('survived', 'VBN'), 'advmod', ('miraculously', 'RB')), (('survived', 'VBN'), 'dobj', ('attack', 'NN')), (('attack', 'NN'), 'det', ('the', 'DT'))]"
"A few moments later , a motorbike with a gigantic man , Rubeus , riding it lands right in front of them , carrying baby Harry .","['motorbike', 'man', 'front', 'them']","['motorbike:lands', 'man:motorbike', 'front:lands', 'them:front']","['it', 'Harry']","['it:riding', 'Harry:carrying']",0.0,"[(('lands', 'VBD'), 'advmod', ('later', 'RB')), (('later', 'RB'), 'nmod:npmod', ('moments', 'NNS')), (('moments', 'NNS'), 'det', ('A', 'DT')), (('moments', 'NNS'), 'amod', ('few', 'JJ')), (('lands', 'VBD'), 'nsubj', ('motorbike', 'NN')), (('motorbike', 'NN'), 'det', ('a', 'DT')), (('motorbike', 'NN'), 'nmod', ('man', 'NN')), (('man', 'NN'), 'case', ('with', 'IN')), (('man', 'NN'), 'det', ('a', 'DT')), (('man', 'NN'), 'amod', ('gigantic', 'JJ')), (('man', 'NN'), 'appos', ('Rubeus', 'NNP')), (('motorbike', 'NN'), 'acl', ('riding', 'VBG')), (('riding', 'VBG'), 'dobj', ('it', 'PRP')), (('lands', 'VBD'), 'advmod', ('right', 'RB')), (('lands', 'VBD'), 'nmod', ('front', 'NN')), (('front', 'NN'), 'case', ('in', 'IN')), (('front', 'NN'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('of', 'IN')), (('lands', 'VBD'), 'xcomp', ('carrying', 'VBG')), (('carrying', 'VBG'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'compound', ('baby', 'NN'))]"
"Rubeus hands Harry over to Albus , who leaves the sleeping baby and a letter to Vernon and Petunia on the doorstep of  Privet Drive .","['Rubeus', 'Albus', 'Vernon', 'Petunia', 'doorstep', 'Drive']","['Rubeus:hands', 'Albus:hands', 'Vernon:letter', 'Petunia:letter', 'doorstep:letter', 'Drive:doorstep']","['Harry', 'baby', 'letter']","['Harry:hands', 'baby:leaves', 'letter:leaves']",0.0,"[(('hands', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('hands', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('hands', 'VBZ'), 'compound:prt', ('over', 'RP')), (('hands', 'VBZ'), 'nmod', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', ('to', 'TO')), (('Albus', 'NNP'), 'acl:relcl', ('leaves', 'VBZ')), (('leaves', 'VBZ'), 'nsubj', ('who', 'WP')), (('leaves', 'VBZ'), 'dobj', ('baby', 'NN')), (('baby', 'NN'), 'det', ('the', 'DT')), (('baby', 'NN'), 'amod', ('sleeping', 'VBG')), (('baby', 'NN'), 'cc', ('and', 'CC')), (('baby', 'NN'), 'conj', ('letter', 'NN')), (('letter', 'NN'), 'det', ('a', 'DT')), (('letter', 'NN'), 'nmod', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', ('to', 'TO')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('letter', 'NN'), 'nmod', ('doorstep', 'NN')), (('doorstep', 'NN'), 'case', ('on', 'IN')), (('doorstep', 'NN'), 'det', ('the', 'DT')), (('doorstep', 'NN'), 'nmod', ('Drive', 'NNP')), (('Drive', 'NNP'), 'case', ('of', 'IN')), (('Drive', 'NNP'), 'compound', ('Privet', 'NNP'))]"
"Rubeus himself leaves to bring the motorbike back to Sirius , but not before giving Harry a kiss goodbye on the scarred forehead -LRB- which burns his lips -RRB- .","['himself', 'Sirius', 'forehead']","['himself:leaves', 'Sirius:bring', 'forehead:goodbye']","['motorbike', 'goodbye', 'lips']","['motorbike:bring', 'goodbye:giving', 'lips:burns']",0.2837,"[(('leaves', 'VBZ'), 'advmod', ('Rubeus', 'RB')), (('leaves', 'VBZ'), 'nsubj', ('himself', 'PRP')), (('leaves', 'VBZ'), 'xcomp', ('bring', 'VB')), (('bring', 'VB'), 'mark', ('to', 'TO')), (('bring', 'VB'), 'dobj', ('motorbike', 'NN')), (('motorbike', 'NN'), 'det', ('the', 'DT')), (('bring', 'VB'), 'nmod', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'advmod', ('back', 'RB')), (('Sirius', 'NNP'), 'case', ('to', 'TO')), (('Sirius', 'NNP'), 'cc', ('not', 'RB')), (('not', 'RB'), 'cc', ('but', 'CC')), (('Sirius', 'NNP'), 'conj', ('giving', 'VBG')), (('giving', 'VBG'), 'mark', ('before', 'IN')), (('giving', 'VBG'), 'iobj', ('Harry', 'NNP')), (('giving', 'VBG'), 'dobj', ('goodbye', 'NN')), (('goodbye', 'NN'), 'det', ('a', 'DT')), (('goodbye', 'NN'), 'compound', ('kiss', 'NN')), (('goodbye', 'NN'), 'nmod', ('forehead', 'NN')), (('forehead', 'NN'), 'case', ('on', 'IN')), (('forehead', 'NN'), 'det', ('the', 'DT')), (('forehead', 'NN'), 'amod', ('scarred', 'VBN')), (('forehead', 'NN'), 'dep', ('burns', 'VBZ')), (('burns', 'VBZ'), 'nsubj', ('which', 'WDT')), (('burns', 'VBZ'), 'dobj', ('lips', 'NNS')), (('lips', 'NNS'), 'nmod:poss', ('his', 'PRP$'))]"
